ad,ercz,04,42.5666667,1.5
ad,llorts,04,42.6,1.5333333
ad,mosquera,03,42.55,1.5833333
ae,fashra,05,24.884097,56.205284
ae,fili maala,07,25.354005,55.853315
af,abdaneh,08,33.314313,67.198147
af,abdi bay,40,35.029463,69.232191
af,abd ol hamid kowtkay,37,33.254221,69.859195
af,abd ol karim khan,11,34.699937,62.53514
af,abd or rahman kariz,10,32.177817,64.72527
af,abdul haq kelay,28,31.932216,66.654759
af,abdullakalay,10,32.056776,64.82331
af,abdul qudus khan kelay,23,31.424854,65.711438
af,abdul samad kalay,23,31.801757,65.770248
af,abdurrakhmanzay,23,31.331981,66.168351
af,abdurrasid,08,33.377778,68.496944
af,abdzhoshi-pain,17,33.851111,68.8725
af,ab-e baydak,09,33.482286,64.310608
af,abedkheyl,03,35.896891,69.513482
af,abo kala,23,31.622468,67.229071
af,ab pay,27,34.274444,68.125833
af,abrak,05,34.394913,66.681763
af,achahnu,34,35.09737,70.701134
af,adam kheyl,28,32.748705,66.97957
af,aduzay,39,32.551787,65.392415
af,agakuru,26,37.159471,69.768225
af,aghir sai,30,36.323556,66.916534
af,akhund zadahha,11,34.506622,62.644647
af,akhundzadah qol,27,34.406111,68.707222
af,akhvond,23,31.506568,65.422024
af,alakozay,06,32.629375,62.470894
af,alakzay,29,32.117319,68.675957
af,alaqahdari qalah-ye kah,06,32.293083,61.527138
af,alchin,24,36.796387,68.857252
af,ali khan zay,23,31.505898,66.446721
af,ali muhammad khel,36,33.438782,69.463287
af,alishang,35,34.703796,70.153694
af,altarangak,08,34.110397,67.985911
af,alti khwajah,31,36.626778,65.788155
af,aman qol,05,34.885841,68.228289
af,ambar kalay,23,31.403296,65.719728
af,ambar samuch,05,34.802934,67.588711
af,amrode sufla,05,34.198303,66.955414
af,andarkala,36,33.431438,69.044304
af,andowj,01,37.030653,71.449085
af,angurkot,29,32.571791,69.31182
af,arzangan-e sufla,03,35.652509,69.295258
af,arzo,03,35.616064,69.272446
af,ashor khel,14,35.004999,69.367024
af,aspi sang,27,34.396111,67.573333
af,ati saloq,07,35.706722,64.489174
af,awdahkay,08,33.617935,68.770447
af,aw tari,27,33.866111,68.622222
af,aylah taw,33,36.038654,65.588287
af,aziz khel kalay,23,31.671088,67.249956
af,baba kushtah,05,34.342222,67.156944
af,baba mardan,40,35.176131,69.222218
af,babazi,23,31.575656,66.50232
af,babu kala,08,32.792803,67.748714
af,baca kalay,18,34.300438,70.211845
af,badamal,30,36.436007,66.902197
af,badghol,02,35.00338,64.969269
af,badzha,11,34.318408,64.125093
af,baghak,19,30.498044,61.842833
af,baghak,23,32.003549,65.629178
af,bagh-e bawlay,18,34.408119,70.29493
af,bagh-e nazargah,11,34.357574,62.2299
af,baghicha,30,36.719849,67.726794
af,baghlan-e jadid,03,36.130684,68.708286
af,bajgah,03,35.583146,69.026565
af,bakarzai chinah,28,31.567974,67.442944
af,bakulpayayi-bala,35,35.058038,69.913352
af,balabag,18,34.397202,70.229126
af,baldarghangak,05,34.403645,66.89019
af,bara awdara,13,34.716599,69.354851
af,bara-gar,34,34.743816,71.006907
af,barakat,08,32.96632,68.130348
af,baramurda,41,33.849276,66.281029
af,baran kala,29,33.294722,68.891389
af,barankheyl,27,34.108889,68.507778
af,barbangasher,18,34.407333,70.091309
af,bar-tasan,08,33.497257,68.5979
af,basozah-ye bala,24,36.714832,68.745941
af,bawran,11,34.185137,62.837146
af,bayi,11,34.298042,62.465817
af,baysakal,03,36.240801,68.54757
af,bazar kami,33,36.169059,65.747317
af,bazi menah,29,32.091111,69.029167
af,bec kholeh,23,31.189444,66.611667
af,bedqowl,08,33.409396,67.46163
af,bela kheyl,08,33.301389,68.475556
af,belek-e bala,27,34.434677,68.097839
af,bemaru,13,34.541213,69.202883
af,bidak,05,34.124505,67.294187
af,bodana-kalayi-dovvom,30,36.501328,66.928867
af,bolagh,23,31.799787,65.069155
af,bori khel,37,33.236039,69.924756
af,borkham,06,31.922018,61.632542
af,bostan kelay,23,31.411767,65.866958
af,bostan khel,28,32.400782,67.474811
af,botakhel,28,32.476364,67.612984
af,bowni,38,35.193488,70.838965
af,bughawi ulya,33,36.157733,66.089928
af,burdzh,09,33.468858,65.215365
af,burghasun,05,34.72417,67.675645
af,burjia khel,42,35.217883,69.418854
af,butazar,14,35.097431,69.363022
af,buzghay,02,34.636824,63.969019
af,cah abdi,05,34.345278,67.036389
af,cahe ahu,41,33.924004,67.225669
af,cambar,28,31.988266,67.738867
af,cambar kalay,28,32.14,67.414722
af,capar serak,01,36.964958,70.955106
af,casma-i-surkh,09,33.596156,64.368349
af,cawney,17,33.875,69.138056
af,chaghara,27,34.293611,68.869167
af,chaghari,08,33.387778,68.319722
af,chahar bagh-e namak,31,36.865158,66.465159
af,chahar divari,05,34.704293,67.148928
af,chaharpayeh,23,32.090414,65.197919
af,chah-e gazak,23,32.007285,65.108377
af,chah-e gurg,41,33.5693,65.651077
af,chah jowzi,06,32.238575,62.361504
af,chakab,27,34.394274,68.308302
af,chakaray,13,34.340986,69.437695
af,chalabak,09,34.637833,66.408768
af,chaparay,37,33.134524,69.657062
af,charbala,05,34.382683,66.943726
af,chashmayi-khanak,11,33.290657,62.118725
af,chashmeh-ye yanbolaq,07,35.829704,63.938416
af,chehel gazi,03,35.955142,68.476534
af,chelona,03,35.595796,68.515728
af,chemqotan,32,35.993848,67.33082
af,cheshmeh-ye kharitah,01,37.482766,70.212627
af,chidzhini-pain,05,34.2223,67.110275
af,chinarai,17,34.294167,69.041389
af,chinar gai,32,36.554495,67.698752
af,chingay,27,33.889722,68.575
af,chugheh-ye sofla,24,36.682442,69.168434
af,cinagae,40,34.834043,69.549836
af,coay kalay,28,31.768371,67.43565
af,dabar-e khwajah,17,33.855,68.953889
af,dadmukhammed-khune,29,32.114392,68.784278
af,dahane adira,41,34.231484,66.19869
af,dahane baytur,09,33.894053,64.347293
af,dahan-e bozgirak,05,34.197493,66.957095
af,dahan-e darah-ye siah,05,34.959599,66.535203
af,dahaneh ghar,06,31.594466,61.497188
af,dahan-e isar,27,34.694744,68.339767
af,dahan-e kham-e,09,33.597274,64.419516
af,dahane khukkusta,05,34.083611,66.606667
af,dahan-e kowshow,05,34.27704,66.676687
af,dahan-e mughul,09,33.955627,63.526333
af,dahan-e opar,05,34.979986,67.879373
af,dahan-e rowghani,03,36.159844,69.47006
af,dahane satu,08,33.212852,67.280002
af,dakani-pasak,40,34.969167,68.658056
af,dakhani-chakhardekh,05,34.72443,66.81931
af,dakhani-gigunak,09,34.647675,66.195282
af,dakhani-kaftardan,11,33.055747,62.197382
af,dakhani-naimazar,40,34.859167,68.634167
af,dakhani-sultali,05,34.26087,67.160007
af,dakhani-tarnok,05,34.757573,66.763787
af,dakhanmanar,09,34.303737,64.666333
af,dak kala,13,34.743782,69.874115
af,dam bukeh,06,32.705139,62.390724
af,dangah,27,34.259834,67.842786
af,dani,37,33.589167,70.0575
af,darreh-ye bid,27,34.653157,68.307778
af,darshudiar,27,34.596389,68.718889
af,darwarah kotal,32,35.924801,67.479497
af,darwesan,08,32.982693,68.328377
af,darya murghabi,07,35.588882,65.075706
af,dastakhel,27,33.800278,68.300278
af,dasti khan,01,36.564293,71.394195
af,davani,18,34.157635,70.610924
af,dawdan,10,32.341629,64.927459
af,dawrahjoye alukhan,06,32.187648,61.857233
af,dawrankhel,13,34.396048,69.423994
af,daywan,05,34.06672,67.181344
af,deh-e malakh,08,33.626362,68.159851
af,deh-e now,41,33.728839,67.069053
af,deh-e surkh,09,34.160624,63.915025
af,dehgak,42,35.46329,69.776064
af,deh gu,11,34.338112,63.366299
af,deh-i-haji,23,31.410616,65.885113
af,dehjowz-e barikzai,39,32.661027,65.892643
af,dekhak,10,32.514964,65.053261
af,de pulari kalay,28,32.127499,67.805388
af,de rod khanah,29,33.118333,68.884167
af,dibsan,30,35.98889,66.707562
af,divaneh khaneh,07,35.837189,64.525887
af,divarak,27,34.124819,68.409324
af,do abi yaftal,01,37.271433,70.559073
af,do bandi,17,33.961389,69.325556
af,dokanha-i-sarcasma,27,34.435676,68.520361
af,dokohay,08,32.888184,68.109261
af,dopay,13,34.582829,69.739512
af,dori kote,37,33.360004,69.912788
af,dosang,10,33.049764,65.002707
af,dowlat beg,03,35.354019,68.148559
af,drashak,28,32.158147,66.352757
af,du ab,09,34.574764,66.233643
af,duan-e ulya,39,32.945304,65.628089
af,du darrah,01,37.563774,70.502677
af,dumi-dasht,05,34.752222,67.849167
af,dzangal kalay,28,31.750572,67.352922
af,dzhanikheyl,29,32.31816,68.313576
af,dzhanubi-karez,28,32.542711,66.625097
af,dzhumagikhune,29,32.75589,68.857864
af,dzhura,02,34.96254,63.351124
af,ebrahimkhel,13,34.722224,69.82487
af,ekhtiar kheyl,08,32.30039,67.982044
af,elmich,01,36.715734,70.45578
af,ergi,05,34.263611,66.915278
af,erma-i-gulkoh,08,33.266842,67.902191
af,eshana,01,36.663668,70.181704
af,esizu kelay,10,31.6936,64.388308
af,eskamos,35,34.776111,70.480556
af,eslam qaleh,13,34.495833,68.9475
af,estana,09,33.833556,63.993905
af,evaz kheyl,36,33.379417,69.320045
af,fadzl karez,23,31.419626,65.600055
af,faranjel,40,34.986389,68.691111
af,fateh shaylah,28,32.128291,66.873285
af,faydz abad,33,35.88419,65.919724
af,fazel khan kalay,28,32.762338,67.009351
af,fazel tanah,36,33.969242,69.506149
af,ferazin,01,35.71159,70.731618
af,feyz muhammad khan kala,08,33.269588,68.580872
af,feza kalay,18,34.05677,70.586113
af,gadah,38,35.108242,70.26754
af,gajana,18,34.142746,70.437485
af,galah chashmah,09,33.51393,64.369736
af,gandaw,08,32.832126,68.130867
af,gardan-e anbar,05,34.72688,66.766397
af,gardan-e bid,41,33.754671,65.945487
af,gardan-e qadah,27,34.4975,67.678611
af,gardankicha,08,34.065296,67.613486
af,garded khwai,36,33.284267,69.095863
af,gavmeshak,08,33.157625,67.925968
af,gawen darah,01,36.696685,71.564069
af,gaza,11,34.379906,61.458623
af,gaz-e sufla,13,34.764274,69.829589
af,gerdbid,05,34.737327,66.916536
af,ghajer khaneh ajal,24,36.812557,69.136993
af,gharak,41,33.90685,67.01378
af,ghar talah kelay,10,32.355948,64.75835
af,ghat sar,18,34.4358,70.623007
af,ghavand,10,32.42595,65.06339
af,ghay sarakah,10,32.293638,64.937349
af,ghilang kelay,23,32.369593,66.253619
af,ghoand,34,34.937222,71.358611
af,ghocane ulya,41,34.070574,66.389695
af,gholah,41,33.42127,65.847095
af,ghorumbab,11,34.539562,63.02243
af,ghowlyak,30,35.804545,66.684503
af,ghowrak-e sofla,09,34.0942,64.976436
af,ghunachay,23,31.661349,64.900329
af,ghundah tsirey,29,32.954136,69.338654
af,ghund-e sang,09,34.124277,65.076507
af,gilgay,10,32.881856,65.030302
af,giro-i- sare pul,09,34.640053,66.18428
af,go darah,27,34.643226,68.036798
af,gol-e laleh,05,34.812378,66.705803
af,golugaw,09,34.231037,63.571716
af,gowzay,17,34.107222,69.271111
af,gudarah,42,35.37291,69.638998
af,gulawal,29,33.161111,68.778889
af,gulo khel,18,34.307175,69.78894
af,guranda,23,31.206476,66.439655
af,gushah,39,32.731378,66.135419
af,habib koruna,28,32.390001,67.310101
af,haji bozurg kala,17,33.664482,68.923439
af,haji khel,14,35.109218,69.433412
af,haji mirza kalay,23,30.84639,66.26278
af,haji mohd-anwar,19,30.907778,61.871111
af,hajji alam khan,37,33.309167,69.681945
af,hajji habibollah,23,31.041666,66.396108
af,hajji kute,34,34.789642,70.929909
af,hajji payk,13,34.685739,69.078269
af,hajmir,13,34.534444,68.989167
af,hasanzai,40,34.838398,69.35981
af,hawar kalay,34,35.154662,71.46525
af,hayat kheyl,29,32.196121,68.333398
af,henddor,35,34.692451,69.885603
af,howz-e awmal,10,32.172596,63.771294
af,ibrakhim,29,33.390171,68.858063
af,idel,26,36.701155,69.829743
af,imarat,23,31.441933,65.576487
af,iskowchah-ye ulya,09,33.345681,64.729477
af,ispisang,09,34.590636,64.7321
af,jabeh kelay,34,35.198787,71.507922
af,jagan,29,32.60431,68.448214
af,jalaer,26,36.648335,69.375717
af,jamaklesah,30,35.99015,66.941039
af,jamarj-i-bala,01,38.277772,71.319744
af,janur,08,33.340278,68.481389
af,jaras,32,35.746331,67.517565
af,jar-e khuni,30,36.666277,66.898991
af,jawhar,13,34.324722,69.319722
af,jawkar,05,34.003073,67.098272
af,jawpalal,27,34.408889,67.630833
af,jawpaya,30,35.803845,66.771456
af,jawqowl,40,34.902778,68.381667
af,jay-nima,40,34.993755,69.133947
af,jazireh,09,34.37677,66.175797
af,jengeshka,33,36.190872,65.859489
af,jomjomeh,08,32.830936,67.794785
af,jowzari,41,33.713797,66.198457
af,joye kalan,40,34.996387,69.260971
af,junubi chambaran,08,32.870474,67.871506
af,juy-ye pordel,09,33.413491,65.024387
af,kabargakhune,23,32.389754,66.094722
af,kaj-e charkhaw,05,35.278733,68.041663
af,kaj,41,33.539278,65.600614
af,kajkul,05,34.5125,67.113889
af,kaladzhafar,13,34.399143,69.157442
af,kalashakh,27,34.529013,68.648732
af,kalay-chor-khau,13,34.451667,69.201389
af,kalayi-rasul,08,33.04533,68.210419
af,kalayi-sabz,05,34.1975,66.835278
af,kalo khel,18,34.192681,70.279852
af,kamah-ye khas,18,34.411859,70.641291
af,kaminj,09,34.384422,64.366997
af,kamirankheyl,27,33.998889,68.814445
af,kanati-khalir,11,34.344494,62.025524
af,kandawrai,29,32.994682,69.3657
af,kandey,34,34.739429,70.881371
af,kandwala,17,34.289722,69.152778
af,karab,09,33.46736,64.536169
af,kardab,23,31.342329,67.404243
af,karez-e abdul,08,33.139599,67.62542
af,karez-e bayd,06,32.971355,61.916304
af,kareze diwana,11,34.215691,63.475704
af,kareze gargak,10,32.371502,64.931347
af,karez-e haidar khan,11,34.927666,61.732301
af,kareze kalantar lajward,11,32.907196,61.698559
af,karez-e pain,05,34.473333,67.088056
af,kareze saykh-ha,06,32.369122,61.976559
af,karezgay,28,31.560442,67.442966
af,karezi-khakbad,39,32.647874,65.807709
af,karezi-nau,10,32.331612,64.873033
af,karezi-sarchashma,10,32.397425,64.981044
af,karez,02,34.693907,63.764696
af,kargas qol,02,35.309295,62.929834
af,karheh,08,33.241667,68.295
af,kariz baluch,11,34.336492,63.014522
af,kariz qaleh,23,31.836991,65.75724
af,kar kheyl,36,33.432957,69.373924
af,karowto kalay,36,33.893711,69.86866
af,karvashe,42,35.296874,69.468071
af,karware,34,34.830607,71.266014
af,karyal,08,33.275,68.475556
af,karyayi-zafdzhoy,39,32.866754,66.976755
af,kasan,27,34.4625,68.671667
af,kashmir khel,28,32.392006,67.431128
af,katadast,32,35.750569,66.965391
af,katok-e sabz ab,08,34.099444,68.006111
af,kelachi,24,36.76615,68.984508
af,keshendeh,30,36.083517,66.840293
af,keshetah shekhzay,23,31.57915,66.967736
af,khadzhikheil,40,35.131562,69.273237
af,khadzhikheyl,10,32.355687,65.028308
af,khaftgudi,05,34.324682,67.342296
af,khake mulla,05,34.165,66.672222
af,khake sirin,23,32.109821,66.161303
af,khalawak,09,34.158137,63.706536
af,khambiv,01,37.193004,70.771864
af,kham-e avval,01,37.107119,70.618777
af,khanahha-ye kochiha,35,34.549431,70.285933
af,khandzhar,18,34.279279,69.839344
af,khaneh-ye molla heydar,39,33.206667,66.964167
af,khan kelay,37,33.301111,69.721945
af,kharabah-ye dahanah-ye sabzwari,11,34.330585,62.653759
af,kharaba-i-khwaja murad,02,35.103579,63.86009
af,kharano kutey,28,31.949754,66.688034
af,kharbid,05,34.241195,67.172469
af,kharkat-i-pala,01,38.272932,70.92745
af,khavati,05,34.525808,66.973531
